"MBIEInstitutionName1","MBIEInstitutionName2","MBIEInstitutionClass1","MBIEInstitutionClass2","CollaborationRecord"
"AsureQuality Ltd.","Bioactives Research New Zealand","Business Enterprise","Business Enterprise",3
"AsureQuality Ltd.","Fonterra","Business Enterprise","Business Enterprise",1
"AsureQuality Ltd.","Massey University","Business Enterprise","Higher Education",8
"AsureQuality Ltd.","Ministry for Primary Industries","Business Enterprise","Government",7
"AsureQuality Ltd.","Plant and Food Research","Business Enterprise","Government",2
"AsureQuality Ltd.","Prime Consulting International Ltd.","Business Enterprise","Business Enterprise",1
"AsureQuality Ltd.","University of Auckland","Business Enterprise","Higher Education",3
"At the Vets","Gribbles Veterinary","Business Enterprise","Business Enterprise",2
"At the Vets","Massey University","Business Enterprise","Higher Education",1
"Atkinson and Rapley Consulting","Massey University","Business Enterprise","Higher Education",2
"Atlantis HealthCare","University of Auckland","Business Enterprise","Higher Education",1
"Auckland-Waikato Fish and Game Council","Victoria University of Wellington","Government","Higher Education",1
"Auckland Astronomical Society","Counties Manukau District Health Board","Private not for profit","Government",1
"Auckland Astronomical Society","Hawke's Bay District Health Board","Private not for profit","Government",1
"Auckland Astronomical Society","University of Auckland","Private not for profit","Higher Education",1
"Auckland Botanic Gardens","ERA Ecology","Government","Business Enterprise",1
"Auckland Botanic Gardens","Massey University","Government","Higher Education",1
"Auckland Botanic Gardens","Te Papa Tongarewa","Government","Private not for profit",1
"Auckland Botanic Gardens","Victoria University of Wellington","Government","Higher Education",1
"Auckland Breast Centre","Waitemata District Health Board","Business Enterprise","Government",1
"Auckland City Mission","AUT University","Private not for profit","Higher Education",1
"Auckland City Mission","Massey University","Private not for profit","Higher Education",1
"Auckland City Mission","University of Auckland","Private not for profit","Higher Education",1
"Auckland City Mission","University of Waikato","Private not for profit","Higher Education",1
"Auckland Clinical Studies Ltd.","Christchurch Clinical Studies Trust","Business Enterprise","Business Enterprise",6
"Auckland Clinical Studies Ltd.","University of Auckland","Business Enterprise","Higher Education",1
"Auckland Clinical Studies Ltd.","University of Otago","Business Enterprise","Higher Education",1
"Auckland Council","Auckland District Health Board","Government","Government",2
"Auckland Council","Auckland Museum","Government","Private not for profit",2
"Auckland Council","Babbage Consulting Ltd.","Government","Business Enterprise",1
"Auckland Council","Beca","Government","Business Enterprise",2
"Auckland Council","Boffa Miskell Ltd","Government","Business Enterprise",1
"Auckland Council","Canterbury Museum","Government","Private not for profit",1
"Auckland Council","Cawthron Institute","Government","Business Enterprise",2
"Auckland Council","Counties Manukau District Health Board","Government","Government",1
"Auckland Council","Department of Conservation","Government","Government",4
"Auckland Council","Eco-Vista Photography and Research Ltd.","Government","Business Enterprise",1
"Auckland Council","EnForm Tech","Government","Business Enterprise",1
"Auckland Council","ESR","Government","Government",2
"Auckland Council","GNS Science","Government","Government",1
"Auckland Council","Golder Associates (NZ) Ltd","Government","Business Enterprise",2
"Auckland Council","Greater Wellington Regional Council","Government","Government",1
"Auckland Council","Horizons Regional Council","Government","Government",1
"Auckland Council","Landcare Research","Government","Government",10
"Auckland Council","Lincoln University","Government","Higher Education",4
"Auckland Council","Massey University","Government","Higher Education",8
"Auckland Council","Microfossil Research Ltd","Government","Business Enterprise",1
"Auckland Council","NIWA","Government","Government",5
"Auckland Council","Otago Regional Council","Government","Government",1
"Auckland Council","Plant and Food Research","Government","Government",3
"Auckland Council","Rotorua District Council","Government","Government",1
"Auckland Council","Scion","Government","Government",1
"Auckland Council","Te Papa Tongarewa","Government","Private not for profit",1
"Auckland Council","Tonkin and Taylor Ltd.","Government","Business Enterprise",1
"Auckland Council","Transport Engineering Research NZ Ltd.","Government","Business Enterprise",1
"Auckland Council","Unitec","Government","Higher Education",1
"Auckland Council","University of Auckland","Government","Higher Education",26
"Auckland Council","University of Otago","Government","Higher Education",2
"Auckland Council","University of Waikato","Government","Higher Education",5
"Auckland Council","Victoria University of Wellington","Government","Higher Education",2
"Auckland Council","Waikato Regional Council","Government","Government",1
"Auckland Council","Waitemata District Health Board","Government","Government",1
"Auckland Cricket Assn Inc","AUT University","Private not for profit","Higher Education",1
"Auckland Dermatology","Waikato District Health Board","Business Enterprise","Government",1
"Auckland District Health Board","Auckland Eye","Government","Business Enterprise",1
"Auckland District Health Board","Auckland Heart Group","Government","Business Enterprise",3
"Auckland District Health Board","Auckland Surgical Centre","Government","Business Enterprise",3
"Auckland District Health Board","Auckland Zoo","Government","Private not for profit",2
"Auckland District Health Board","Australian and New Zealand College of Anaesthetists","Government","Higher Education",1
"Auckland District Health Board","AUT University","Government","Higher Education",48
"Auckland District Health Board","Baxter Healthcare Limited","Government","Business Enterprise",1
"Auckland District Health Board","Bay of Plenty District Health Board","Government","Government",8
"Auckland District Health Board","Bay Urology","Government","Business Enterprise",1
"Auckland District Health Board","Biometrics Matters Ltd","Government","Business Enterprise",2
"Auckland District Health Board","Cambridge Clinic","Government","Business Enterprise",1
"Auckland District Health Board","Canterbury District Health Board","Government","Government",153
"Auckland District Health Board","Capital and Coast District Health Board","Government","Government",89
"Auckland District Health Board","Cardiac Inherited Disease Group","Government","Private not for profit",1
"Auckland District Health Board","CBG Health Research Limited","Government","Business Enterprise",1
"Auckland District Health Board","Centre for Clinical Research and Effective Practice","Government","Private not for profit",1
"Auckland District Health Board","Child and Youth Health","Government","Private not for profit",1
"Auckland District Health Board","Christchurch City Council","Government","Government",1
"Auckland District Health Board","CIGNA Health","Government","Business Enterprise",1
"Auckland District Health Board","Consulting Dietitians Ltd.","Government","Business Enterprise",1
"Auckland District Health Board","Counties Manukau District Health Board","Government","Government",183
"Auckland District Health Board","CURT St George's Medical Centre","Government","Business Enterprise",1
"Auckland District Health Board","Diagnostic Laboratory","Government","Private not for profit",1
"Auckland District Health Board","Diagnostic Medlab","Government","Business Enterprise",6
"Auckland District Health Board","Dnature diagnostics and research Ltd.","Government","Business Enterprise",2
"Auckland District Health Board","Doctors for Sexual Abuse Care","Government","Private not for profit",4
"Auckland District Health Board","ESR","Government","Government",33
"Auckland District Health Board","Eye Institute","Government","Business Enterprise",1
"Auckland District Health Board","Feilding Medical Centre","Government","Business Enterprise",1
"Auckland District Health Board","Fertility Associates","Government","Business Enterprise",2
"Auckland District Health Board","Fisher and Paykel Healthcare Ltd.","Government","Business Enterprise",1
"Auckland District Health Board","Fonterra","Government","Business Enterprise",2
"Auckland District Health Board","Gillies McIndoe Research Institute","Government","Business Enterprise",1
"Auckland District Health Board","Hawke's Bay District Health Board","Government","Government",6
"Auckland District Health Board","Health Partners Consulting Group","Government","Business Enterprise",2
"Auckland District Health Board","Health Quality and Safety Commission","Government","Government",5
"Auckland District Health Board","Hepatitis Foundation of New Zealand","Government","Private not for profit",6
"Auckland District Health Board","Heretaunga Health","Government","Business Enterprise",1
"Auckland District Health Board","Hutt Valley District Health Board","Government","Government",4
"Auckland District Health Board","Hyperbaric Health","Government","Business Enterprise",2
"Auckland District Health Board","IGENZ Ltd","Government","Business Enterprise",4
"Auckland District Health Board","Immunisation Advisory Centre","Government","Private not for profit",1
"Auckland District Health Board","Injury Prevention Aotearoa","Government","Private not for profit",1
"Auckland District Health Board","Intensive Care Flight Paramedic","Government","Business Enterprise",1
"Auckland District Health Board","Julian King and Associates Limited","Government","Business Enterprise",1
"Auckland District Health Board","Kidney Health New Zealand","Government","Business Enterprise",1
"Auckland District Health Board","Labplus","Government","Business Enterprise",5
"Auckland District Health Board","Labtests","Government","Business Enterprise",4
"Auckland District Health Board","Lakes District Health Board","Government","Government",3
"Auckland District Health Board","Landcare Research","Government","Government",2
"Auckland District Health Board","Langimalie Clinic","Government","Business Enterprise",1
"Auckland District Health Board","Langimalie Tongan Health Centre","Government","Business Enterprise",2
"Auckland District Health Board","Levare Limited","Government","Business Enterprise",1
"Auckland District Health Board","Linnaeus Laboratory","Government","Business Enterprise",1
"Auckland District Health Board","Mangere Community Health Trust (Primary Health Organisation)","Government","Private not for profit",1
